Instruction,Response
Quais serviços são ofertados pela Proeg,"O serviço de atendimento presencial e eletrônico coordenado pela Coordenação de Orientação Acadêmica (COA) é um dos serviços ofertados pela Proeg. Ele é responsável pelo atendimento à comunidade acadêmica e ao público em geral, prestando orientações sobre assuntos de graduação e informações sobre como formalizar processos, dentre outros. Para acessar o serviço, o usuário pode entrar em contato por meio do e-mail coaproeg@ufam.edu.br ou pelo Whatsapp (92)99318-2699."
O que é o COA?,"O COA é o Serviço de Atendimento Presencial e Eletrônico da Coordenação de Orientação Acadêmica que funciona de segunda a sexta-feira das 8h às 12h e das 13h às 17h. Ele atende a comunidade acadêmica e ao público em geral, fornecendo orientações sobre assuntos de graduação, informações sobre como formalizar processos, entre outros. Você pode entrar em contato com o COA por e-mail através do endereço coaproeg@ufam.edu.br ou pelo Whatsapp através do número (92)99318-2699."
Quais são as competências da PEI?,"A PEI é responsável pelas informações do Cadastro e-MEC para fins de realização do Enade e também pelas informações da Ufam junto ao INEP. Além disso, ela é responsável pela orientação e supervisão dos processos relacionados à educação institucional e programas de educação superior. Você pode acessar o site da PEI para mais informações."
Quais são os horários de funcionamento do Senador Arthur Virgílio Filho?,"Funcionamento Segunda a sexta-feira, das 8h às 12h e das 13h às 17h."
Como posso entrar em contato com a Coordenação de Orientação Acadêmica (COA)?,"Através do atendimento presencial ou eletrônico, por e-mail (coaproegufam.edu.br) ou Whatsapp (92 99318-2699)."
"Qual é o endereço do Setor Norte, Reitoria?","Senador Arthur Virgílio Filho - Setor Norte, Reitoria. CEP: 69080-900, ManausAM."
Qual é o horário de funcionamento do Serviço de Atendimento Presencial e Eletrônico Coordenação de Orientação Acadêmica (COA)?,"Funcionamento Segunda a sexta-feira, das 8h às 12h e das 13h às 17h."
"Qual é o endereço do Senador Arthur Virgílio Filho - Setor Norte, Reitoria?","O endereço é CEP: 69080-900, ManausAM."
Qual é o horário de funcionamento do Serviço de Atendimento Presencial e Eletrônico Coordenação de Orientação Acadêmica (COA)?,"O Serviço de Atendimento funciona de segunda a sexta-feira, das 8h às 12h e das 13h às 17h."
o que é a Procuradoria Educacional Institucional?,"A Procuradoria Educacional Institucional (PEI) é responsável pelas informações do Cadastro e-MEC para fins de realização do Enade e pelas informações da Ufam junto ao INEP. Para obter mais informações, acesse o link no serviço 12."
o que é o Departamento de Registro Acadêmico?,"O Departamento de Registro Acadêmico é responsável por gerenciar as atividades de ingresso e saída (diplomação) dos alunos na Ufam, prestando serviços por meio das Coordenações de Orientação Acadêmica, Matrícula, Registro e Controle, Registro de Diplomas e Apoio ao Usuário do Sistema Acadêmico. Para mais informações, acesse o link no serviço 22."
O que é a Câmara de Ensino de Graduação (CEG)?,"A Câmara de Ensino de Graduação (CEG), é instância deliberativa setorial ligada ao Conselho de Ensino, Pesquisa e Extensão (Consepe), com competência para julgar questões relacionadas ao Ensino de Graduação da Universidade. Para mais informações, acesse o link disponível."
O que é o Departamento de Apoio ao Ensino?,"O Departamento de Apoio ao Ensino é quem articula, por meio dos serviços de assessoria e consultoria, o planejamento para criação e/ou reformulação dos cursos de graduação. Para mais informações, acesse o link disponível."
como entrar em contato com a Coordenação de Orientação Acadêmica (COA),"Para entrar em contato com a Coordenação de Orientação Acadêmica (COA), você pode acessar o serviço de atendimento presencial e eletrônico da Proeg, localizado na Reitoria da UFAM, ou entrar em contato por e-mail (coaproegufam.edu.br) ou pelo número de whatsapp (92)99318-2699. O horário de funcionamento é de segunda a sexta-feira, das 8h às 12h e das 13h às 17h."
Qual o nome do órgão que orienta sobre assuntos de graduação e como formalizar processos?,"Coordenação de Orientação Acadêmica (COA) Atendimento a comunidade acadêmica e público em geral, orientações sobre assuntos de graduação, informações sobre como formalizar processos, dentre outros. Remoto E-mail-coaproegufam.edu.br Whatsapp: (92)99318-2699"
Qual o nome do órgão que gerencia os Estágios Supervisionados de graduação?,"O Departamento de Programas Acadêmicos (DPA) gerencia as atividades voltadas para práticas acadêmicas, como Estágio Supervisionado de graduação, apoiando o graduando para o futuro desempenho profissional. Acesse aqui Departamento de Legislação e Normas (DLN)"
Qual é o endereço da Coordenação Procuradoria Educacional Institucional (PEI)?,"O endereço da Coordenação Procuradoria Educacional Institucional (PEI) é Senador Arthur Virgílio Filho - Setor Norte, Reitoria. CEP: 69080-900, ManausAM."
Qual é o horário de funcionamento da Coordenação de Registro Acadêmico (DRA)?,"O Departamento de Registro Acadêmico (DRA) funciona de segunda a sexta-feira, das 8h às 12h e das 13h às 17h."
Qual o nome do departamento responsável pelas normas de graduação na UFAM?,O departamento responsável pelas normas de graduação na UFAM é o Departamento de Legislação e Normas (DLN)
Qual o nome do departamento responsável pelo registro acadêmico na UFAM?,O departamento responsável pelo registro acadêmico na UFAM é o Departamento de Registro Acadêmico (DRA)
Quem é o responsável pelas informações do Cadastro e-MEC para fins de realização do Enade?,A Procuradoria Educacional Institucional.
Qual o endereço de atendimento presencial e eletrônico da Coordenação de Orientação Acadêmica (COA)?,"O endereço é Senador Arthur Virgílio Filho - Setor Norte, Reitoria. CEP: 69080-900, ManausAM. Funcionamento Segunda a sexta-feira, das 8h às 12h e das 13h às 17h. Serviço de Atendimento Presencial e Eletrônico Coordenação de Orientação Acadêmica (COA) Atendimento a comunidade acadêmica e público em geral, orientações sobre assuntos de graduação, informações sobre como formalizar processos, dentre outros. Remoto E-mail-coaproegufam.edu.br Whatsapp: (92)99318-2699."
Qual é o endereço da UFAM?,"Senador Arthur Virgílio Filho - Setor Norte, Reitoria. CEP: 69080-900, ManausAM."
Quais são os horários de funcionamento do atendimento presencial e eletrônico da Coordenação de Orientação Acadêmica (COA)?,"Segunda a sexta-feira, das 8h às 12h e das 13h às 17h."
Qual o horário de funcionamento da Coordenação de Orientação Acadêmica (COA) do Senador Arthur Virgílio Filho?,"O horário de funcionamento da Coordenação de Orientação Acadêmica (COA) é de Segunda a sexta-feira, das 8h às 12h e das 13h às 17h."
Qual o serviço oferecido pela Procuradoria Educacional Institucional (PEI)?,A Procuradoria Educacional Institucional (PEI) responde pelas informações do Cadastro e-MEC para fins de realização do Enade e é o órgão responsável pelas informações da Ufam junto ao INEP.
Qual é o serviço prestado pela Comissão Permanente de Gestão do Arquivo Acadêmico?,"A Comissão Permanente de Gestão do Arquivo Acadêmico é responśavel pela gestão relacionadas à documentação produzida e recebida no âmbito da Proeg. Para acessar mais informações, acesse aqui."
Quem é responsável por registrar e expedir os diplomas de graduação e de pós-graduação?,"A Coordenação de Registro de Diploma (CRD) é responsável por registrar e expedir os diplomas de graduação e de pós-graduação. Para acessar mais informações, acesse aqui."
O que é a COA?,"A COA é a Coordenação de Orientação Acadêmica, que presta atendimento presencial e online para a comunidade acadêmica e a sociedade em geral. Para acessá-la, basta clicar no link disponível."
O que é a CM?,"A CM é a Coordenação de Matrícula, responsável por executar todos os procedimentos de inserção e exclusão de alunos no Sistema Acadêmico. Para acessá-la, basta clicar no link disponível."
Como acessar a Coordenação de Orientação Acadêmica (COA),"Para acessar a Coordenação de Orientação Acadêmica (COA), você pode optar por atendimento presencial ou online. Caso escolha o atendimento presencial, é necessário se dirigir até a COA, localizada na Universidade Federal do Amazonas (UFAM). Já para atendimento online, é possível acessar o site da COA, disponível no link a seguir: (inserir link aqui). Lá, você encontrará informações sobre os serviços oferecidos e poderá entrar em contato com a equipe para obter orientação acadêmica."
Como obter informações sobre matrícula?,"Para obter informações sobre matrícula, o usuário deve acessar a Coordenação de Matrícula (CM) através do link disponível no site da Coordenação de Orientação Acadêmica (COA). Lá, encontrará os procedimentos para inserção ou exclusão de discentes no Sistema Acadêmico."
Como solicitar o registro de diploma?,"Para solicitar o registro de diploma, o usuário deve acessar a Coordenação de Registro de Diploma (CRD) através do link disponível no site da Coordenação de Orientação Acadêmica (COA). Lá, encontrará os procedimentos para registrar e expedir os diplomas de graduação e de pós-graduação."
Qual é o serviço da Coordenação de Registro de Diploma (CRD)?,A Coordenação de Registro de Diploma (CRD) é responsável por registrar e expedir os diplomas de graduação e de pós-graduação. Acesse aqui
O que faz a Comissão Permanente de Gestão do Arquivo Acadêmico (CPGAA)?,A Comissão Permanente de Gestão do Arquivo Acadêmico (CPGAA) é responsável pela gestão relacionadas à documentação produzida e recebida no âmbito da Proeg. Acesse aqui
Como obter informações e serviços relacionados à vida acadêmica?,"A Coordenação de Orientação Acadêmica (COA) se encarrega de prestar atendimento presencial e online à comunidade acadêmica e sociedade em geral. Além disso, a Coordenação de Registro e Controle (CRC) acompanha o desempenho acadêmico dos alunos e a Coordenação de Apoio ao Usuário do Sistema Acadêmico (CAUSA) assessora departamentos e coordenações quanto à administração de dados no Sistema de Informação para o Ensino (SIE). Para informações específicas sobre matrícula e registro de diploma, é possível acessar a Coordenação de Matrícula (CM) e a Coordenação de Registro de Diploma (CRD), respectivamente. A Comissão Permanente de Gestão do Arquivo Acadêmico (CPGAA) também é responsável pela gestão dos documentos produzidos e recebidos pela Proeg. Além disso, é possível obter informações sobre a vida acadêmica e serviços disponíveis através da Comunicação Proeg."
Acesse o serviço de atendimento presencial e online à comunidade acadêmica e sociedade em geral.,Coordenação de Orientação Acadêmica (COA) 23
Acesse o serviço de execução de procedimentos para inserção ou exclusão de discentes no Sistema Acadêmico.,Coordenação de Matrícula (CM) 25
Acesse o serviço de acompanhamento do desempenho da vida acadêmica do aluno.,Coordenação de Registro e Controle (CRC) 27
Acesse o serviço de registro e expedição de diplomas de graduação e de pós-graduação.,Coordenação de Registro de Diploma (CRD) 29
pesquise sobre a COA,Acesse o link: https://ufam.edu.br/portal-da-proeg/orientacao-academica/
pesquise sobre a CM,Acesse o link: https://ufam.edu.br/portal-da-proeg/matricula/
Qual Coordenação é responsável por registrar e expedir os diplomas de graduação e de pós-graduação?,A Coordenação de Registro de Diploma (CRD) é responsável por registrar e expedir os diplomas de graduação e de pós-graduação. Acesse aqui.
Qual é a Coordenação que assessora departamentos e coordenações quanto à administração de dados no Sistema de Informação para o Ensino SIE?,A Coordenação de Apoio ao Usuário do Sistema Acadêmico (CAUSA) assessora departamentos e coordenações quanto à administração de dados no Sistema de Informação para o Ensino SIE. Acesse aqui.
Como acessar a Coordenação de Matrícula (CM)?,"Para acessar a Coordenação de Matrícula (CM), basta acessar o link disponível no texto, que direcionará você para a página da Coordenação de Matrícula (CM) no site da Universidade Federal do Amazonas (UFAM). Lá, você encontrará todas as informações necessárias para realizar procedimentos de inserção ou exclusão de discentes no Sistema Acadêmico, seja de forma presencial ou online."
Quais são as atribuições da Comunicação Proeg?,"A Comunicação Proeg é responsável por publicizar as informações de interesse da comunidade acadêmica e sociedade em geral. Além disso, ela também oferece serviços de comunicação aos departamentos e coordenações quanto à administração de dados no Sistema de Informação para o Ensino - SIE. Para conhecer mais sobre a Comunicação Proeg e seus serviços, acesse o link disponível no texto e saiba mais."
O que é a Coordenação de Orientação Acadêmica (COA)?,"A Coordenação de Orientação Acadêmica (COA) é responsável por prestar atendimento (presencial e online) à comunidade acadêmica e à sociedade em geral. Para acessar os serviços oferecidos pela COA, basta clicar no link disponível."
Como faço para ter acesso aos serviços da Coordenação de Registro de Diploma (CRD)?,"Para ter acesso aos serviços da Coordenação de Registro de Diploma (CRD), é necessário clicar no link disponível. A CRD é responsável por registrar e expedir os diplomas de graduação e pós-graduação."
Quais os serviços prestados pela Coordenação de Orientação Acadêmica?,"A Coordenação de Orientação Acadêmica (COA) presta atendimento (presencial e online) à comunidade acadêmica e sociedade em geral. Para acessar os serviços, basta clicar no link que está disponível na descrição."
Qual o papel da Comissão Permanente de Gestão do Arquivo Acadêmico?,"A Comissão Permanente de Gestão do Arquivo Acadêmico (CPGAA) é responsável pela gestão relacionadas à documentação produzida e recebida no âmbito da Proeg. Para conhecer os serviços disponíveis e acessar as informações, clique no link disponível."
O que é a Coordenação de Registro de Diploma (CRD),A Coordenação de Registro de Diploma (CRD) é responsável por registrar e expedir os diplomas de graduação e de pós-graduação. Acesse o site aqui para mais informações.
Qual o serviço prestado pela Coordenação de Orientação Acadêmica?,"A Coordenação de Orientação Acadêmica (COA) presta atendimento (presencial e online) à comunidade acadêmica e sociedade em geral. Para acessar a Coordenação de Orientação Acadêmica, basta clicar no link disponível no documento."
Quais são as atividades realizadas pela Coordenação de Registro de Diploma?,"A Coordenação de Registro de Diploma (CRD) é responsável por registrar e expedir os diplomas de graduação e de pós-graduação. Para acessar a Coordenação de Registro de Diploma, basta clicar no link disponível no documento."
O que é a Comunicação Proeg ?,A Comunicação Proeg é responsável por publicizar as informações de interesse da comunidade acadêmica e sociedade em geral. Conheça a Comunicação e os seus serviços.
O que é a Coordenação de Orientação Acadêmica (COA) ?,A Coordenação de Orientação Acadêmica (COA) é responsável por prestar atendimento (presencial e online) à comunidade acadêmica e sociedade em geral. Acesse aqui para mais informações.
O que é a Coordenação de Orientação Acadêmica (COA)?,"A Coordenação de Orientação Acadêmica (COA) é a responsável por prestar atendimento (presencial e online) à comunidade acadêmica e sociedade em geral. Para acessá-la, basta clicar no link: https://proeg.ufam.edu.br/coa/"
O que faz a Coordenação de Registro de Diploma (CRD)?,"A Coordenação de Registro de Diploma (CRD) é responsável por registrar e expedir os diplomas de graduação e de pós-graduação. Para acessá-la, basta clicar no link: https://proeg.ufam.edu.br/crd/"
Acesse aqui Coordenação de Matrícula (CM) 25,"Para acessar a Coordenação de Matrícula (CM) basta acessar o site da UFAM, clicar na aba de serviços e procurar pelo link referente à Coordenação de Matrícula. Lá, você encontrará informações sobre os procedimentos para inserção ou exclusão de discentes no Sistema Acadêmico."
Acesse aqui Coordenação de Registro de Diploma (CRD) 29,"Para acessar a Coordenação de Registro de Diploma (CRD) basta acessar o site da UFAM, clicar na aba de serviços e procurar pelo link referente à Coordenação de Registro de Diploma. Lá, você encontrará informações sobre o registro e expedição de diplomas de graduação e pós-graduação."
Como posso acessar a Coordenação de Orientação Acadêmica?,Você pode acessar a Coordenação de Orientação Acadêmica (COA) por meio de atendimento presencial ou online no site da Universidade Federal do Amazonas (UFAM) através do link https://ufam.edu.br/coordenacao-de-orientacao-academica/
Qual a função da Coordenação de Registro de Diploma (CRD)?,A Coordenação de Registro de Diploma (CRD) é responsável por registrar e expedir os diplomas de graduação e de pós-graduação da Universidade Federal do Amazonas (UFAM). Você pode acessar mais informações sobre seus serviços no site da UFAM através do link https://ufam.edu.br/coordenacao-de-registro-de-diploma/
Qual é a função da Coordenação de Orientação Acadêmica (COA)?,A COA presta atendimento (presencial e online) à comunidade acadêmica e sociedade em geral. Para obter mais informações acesse aqui.
Onde posso encontrar informações sobre os procedimentos para inserção ou exclusão de discentes no Sistema Acadêmico?,"Você pode encontrar essas informações acessando a Coordenação de Matrícula (CM), que é responsável por executar todos os procedimentos relacionados a isso. Mais detalhes podem ser obtidos aqui."
Como posso ter acesso aos serviços prestados pela Coordenação de Orientação Acadêmica (COA)?,"Se você é um aluno da UFAM ou faz parte da comunidade acadêmica, você pode acessar os serviços da COA de forma presencial ou online. Para isso, basta acessar o link disponível na descrição do serviço."
Quem é responsável por gerenciar a documentação acadêmica na UFAM?,"A Comissão Permanente de Gestão do Arquivo Acadêmico (CPGAA) é responsável por gerenciar toda a documentação produzida e recebida no âmbito da Proeg. Para mais informações, acesse o link disponível na descrição do serviço."
O que faz a Coordenação de Orientação Acadêmica?,A Coordenação de Orientação Acadêmica (COA) presta atendimento (presencial e online) à comunidade acadêmica e sociedade em geral. Acesse aqui.
O que faz a Comunicação Proeg?,A Comunicação Proeg é responsável por publicizar as informações de interesse da comunidade acadêmica e sociedade em geral. Conheça a Comunicação e os seus serviços.
Acesse aqui Coordenação de Registro e Controle (CRC) 27,"A Coordenação de Registro e Controle (CRC) é responsável por acompanhar o desempenho da vida acadêmica do aluno e lançar registros no Histórico Escolar, além de outras atividades necessárias para a conclusão da graduação. Para acessar os serviços prestados pela Coordenação de Registro e Controle, é necessário entrar em contato com o atendimento presencial ou online da Coordenação de Orientação Acadêmica (COA), disponível para toda a comunidade acadêmica e sociedade em geral."
O que é a Coordenação de Orientação Acadêmica (COA)?,"A Coordenação de Orientação Acadêmica (COA) é responsável por prestar atendimento (presencial e online) à comunidade acadêmica e sociedade em geral. Para acessar os serviços oferecidos, basta clicar no link disponível."
O que é a Coordenação de Matrícula (CM)?,"A Coordenação de Matrícula (CM) é responsável por executar todos os procedimentos para inserção ou exclusão de discentes no Sistema Acadêmico. Para utilizar os serviços oferecidos, acesse o link disponível."
Como posso ter orientação acadêmica?,"Para ter orientação acadêmica, você pode acessar a Coordenação de Orientação Acadêmica (COA), que oferece atendimento presencial e online para a comunidade acadêmica e sociedade em geral. Para isso, acesse o link da COA disponível em Coordenação de Matrícula (CM) 25."
Como faço para inserir ou excluir discentes no Sistema Acadêmico?,"Para inserir ou excluir discentes no Sistema Acadêmico, você deve acessar a Coordenação de Matrícula (CM), que é responsável por executar todos os procedimentos necessários. Para isso, acesse o link da CM disponível em Coordenação de Registro e Controle (CRC) 27."
Qual é o nome do Diretor do Departamento de Registro Acadêmico da Universidade Federal do Amazonas?,O nome do Diretor do Departamento de Registro Acadêmico da Universidade Federal do Amazonas é Izaura Maria da Silva Jardim.
Quantas edições da Carta de Serviços ao Usuário foram lançadas em fevereiro de 2024?,"Em fevereiro de 2024, foram lançadas duas edições da Carta de Serviços ao Usuário."
Precisa saber quais são os usuários dos serviços públicos?,"Os usuários dos serviços públicos são pessoas que precisam utilizar os serviços oferecidos pela Universidade Federal do Amazonas (UFAM). Esses usuários podem ser alunos, professores, funcionários, candidatos, comunidade acadêmica, entre outros."
Deseja saber mais sobre o perfil institucional?,"O perfil institucional da Universidade Federal do Amazonas (UFAM) é composto por sua missão, visão, valores e objetivos. Além disso, a UFAM é uma instituição de ensino superior pública federal, que tem como principal função promover a educação, a pesquisa e a extensão, contribuindo para o desenvolvimento da sociedade e formando profissionais qualificados e comprometidos com o bem-estar da comunidade."
O que é a carta de serviços?,A carta de serviços é um documento que serve para informar o usuário sobre os serviços prestados pela Universidade Federal do Amazonas (UFAM) e seus respectivos responsáveis e coordenadores.
a instrução,a resposta
Quais são os usuários dos serviços públicos?,"Os usuários dos serviços públicos são os alunos, professores e demais membros da comunidade acadêmica que utilizam os serviços da Universidade Federal do Amazonas."
Qual é a missão da Universidade Federal do Amazonas?,"A missão da Universidade Federal do Amazonas é promover o ensino de graduação de qualidade, contribuindo para a formação de profissionais éticos e comprometidos com o desenvolvimento da sociedade."
"Para obter informações sobre os serviços públicos oferecidos pela Universidade Federal do Amazonas, siga as orientações abaixo:","Acesse o arquivo CARTA DE SERVIÇOS VERSÃO FEV 2024.txt1 e procure pelas seções 'Apresentação' e 'Usuários dos serviços públicos'. Nessas partes, você encontrará informações sobre os usuários dos serviços públicos e o perfil institucional da universidade, que inclui seus serviços e objetivos."
O que é a Carta de Serviços ao Usuário?,"A Carta de Serviços ao Usuário é um documento que contém informações detalhadas sobre os serviços oferecidos pela Universidade Federal do Amazonas (UFAM) na área de Ensino de Graduação. Ela foi criada com o objetivo de facilitar o acesso dos usuários aos serviços públicos oferecidos pela instituição, além de garantir transparência e eficiência no atendimento."
O que é a Procuradora Educacional Institucional (PEI)?,A Procuradora Educacional Institucional (PEI) é a responsável por representar a Universidade Federal do Amazonas (UFAM) em questões legais relacionadas à educação. Ela atua junto à Pró-Reitoria de Ensino de Graduação e é nomeada pelo reitor da instituição.
O que é o Departamento de Registro Acadêmico da UFAM?,"O Departamento de Registro Acadêmico da UFAM é o órgão responsável por realizar o registro e controle das atividades acadêmicas dos alunos da instituição, como matrículas, histórico escolar e expedição de diplomas. Ele está subordinado à Pró-Reitoria de Ensino de Graduação e é dirigido por uma equipe de profissionais designados pela universidade."
Encontre a data da última edição da Carta de Serviços ao Usuário.,Versão fevereiro de 2024
Encontre o nome da Pró-Reitora Adjunta da Universidade Federal do Amazonas.,Vanessa Klisia de Aguiar Gonçalves Ferreira
O serviço de registro de diplomas da UFAM é realizado pelo departamento de registro acadêmico que é gerido por Izaura Maria da Silva Jardim.,É possível solicitar o registro de diploma na UFAM através do departamento de registro acadêmico que é gerido por Izaura Maria da Silva Jardim.
"Para realizar a matrícula em um curso de graduação na UFAM, é necessário entrar em contato com a coordenadora de matrícula Jeane Cristina Lima.",Entre em contato com a coordenadora de matrícula Jeane Cristina Lima para realizar a matrícula em um curso de graduação na UFAM.
Qual o nome do Pró-Reitor?,David Lopes Neto
Qual o nome da Pró-Reitora Adjunta?,Vanessa Klisia de Aguiar Gonçalves Ferreira
Qual o nome da Procuradora Educacional Institucional (PEI)?,Raimunda Sabóia Monteiro
Qual o nome da Secretária da Pró-Reitoria?,Lívia Priscila de Souza Mendes
Descrição,"A Carta de Serviços ao Usuário é um documento que contém informações sobre a legislação acadêmica de Graduação da Universidade Federal do Amazonas, suas estruturas e membros responsáveis, além de apresentar os serviços oferecidos aos usuários e suas respectivas orientações de uso."
Usuários dos serviços públicos,"A Carta de Serviços ao Usuário é destinada a todos os usuários dos serviços públicos de Graduação da Universidade Federal do Amazonas, sejam eles alunos, professores, técnicos administrativos, comunidade acadêmica em geral e demais interessados em conhecer as normas e procedimentos da instituição."
O que é a Comissão Permanente de Gestão do Acervo Acadêmico?,"A Comissão Permanente de Gestão do Acervo Acadêmico é um grupo formado pela Universidade Federal do Amazonas com o objetivo de gerenciar o acervo acadêmico, garantindo a organização e preservação dos documentos relacionados aos serviços acadêmicos prestados pela universidade."
Quem são os coordenadores de matrícula e registro na Universidade Federal do Amazonas?,"Os coordenadores de matrícula e registro na Universidade Federal do Amazonas são Jeane Cristina Lima, Adriana Andrade Cabral e Núbia Rodrigues de Souza. Eles são responsáveis por coordenar e gerenciar as atividades relacionadas aos processos de matrícula, registro e controle de alunos e diplomas."
O que é a carta de serviços?,"A carta de serviços é um documento que reúne informações sobre os serviços prestados pela Universidade Federal do Amazonas (UFAM) aos usuários, como leis e normas acadêmicas que regem a graduação, além de apresentar o perfil institucional e a missão da universidade."
Quais são os responsáveis pela elaboração da carta de serviços?,"A carta de serviços foi elaborada pela Pró-Reitoria de Ensino de Graduação da UFAM, com coordenação de Aldinéa de Paula Corrêa e colaboração de Isabelle Nascimento Chaves. Além disso, diversas coordenadorias e diretorias da universidade também contribuíram para a elaboração do documento."
Qual a missão da Universidade Federal do Amazonas?,"A missão da Universidade Federal do Amazonas é promover o ensino, a pesquisa e a extensão, visando a formação de profissionais críticos e reflexivos, com foco no desenvolvimento da sociedade e do conhecimento."
Quais as coordenadoras do Departamento de Registro Acadêmico?,As coordenadoras do Departamento de Registro Acadêmico são Izaura Maria da Silva Jardim e Caroline de Oliveira Collyer.
O que é a Carta de Serviços ao Usuário?,"A Carta de Serviços ao Usuário é um documento elaborado pela Universidade Federal do Amazonas (UFAM) que contém informações sobre a legislação acadêmica de graduação e os serviços oferecidos pela Pró-Reitoria de Ensino de Graduação. Além disso, a Carta de Serviços ao Usuário possui informações sobre o perfil institucional, a missão e os usuários dos serviços públicos da UFAM."
Quais são os objetivos da Carta de Serviços ao Usuário?,"A Carta de Serviços ao Usuário tem como objetivo informar os usuários sobre os serviços oferecidos pela Universidade Federal do Amazonas (UFAM) e os seus direitos e deveres. Além disso, busca promover a transparência e a qualidade dos serviços prestados pela Pró-Reitoria de Ensino de Graduação."
Qual usuário é responsável pela criação e diagramação da Carta de Serviços ao Usuário?,A estagiária de design Isabelle Nascimento Chaves é responsável pela colaboração na diagramação da Carta de Serviços ao Usuário.
Quem é a Procuradora Educacional Institucional da Universidade Federal do Amazonas?,Raimunda Sabóia Monteiro é a Procuradora Educacional Institucional da Universidade Federal do Amazonas.
Como ver o perfil institucional?,O perfil institucional pode ser visto na seção 'Perfil Institucional' do arquivo CARTA DE SERVIÇOS VERSÃO FEV 2024.txt1.
Onde encontrar a missão da Universidade Federal do Amazonas?,A missão da Universidade Federal do Amazonas pode ser encontrada na seção 'Missão' do arquivo CARTA DE SERVIÇOS VERSÃO FEV 2024.txt1.
Como acessar a carta de serviços ao usuário da Universidade Federal do Amazonas?,"Para acessar a carta de serviços ao usuário da Universidade Federal do Amazonas, você pode seguir os seguintes passos: 1. Acesse o site oficial da UFAM; 2. Clique na aba 'Pró-Reitoria de Ensino de Graduação'; 3. Selecione a opção 'Carta de Serviços ao Usuário' na seção de documentos; 4. Faça o download do arquivo em formato PDF; 5. Abra o arquivo em seu computador e visualize todas as informações sobre a legislação acadêmica de Graduação da UFAM."
Qual é a data de criação da Carta de Serviços ao Usuário da UFAM?,A Carta de Serviços ao Usuário da UFAM foi criada em fevereiro de 2024.
Quem são os responsáveis pela coordenação e gestão dos serviços acadêmicos na UFAM?,"Os responsáveis pela coordenação e gestão dos serviços acadêmicos na UFAM são o Pró-Reitor de Ensino de Graduação, a Pró-Reitora Adjunta, a Procuradora Educacional Institucional, a Secretária da Pró-Reitoria, os Diretores dos Departamentos de Registro Acadêmico, Legislação e Normas, Apoio ao Ensino e Programas Acadêmicos, e as Coordenadoras de Orientação Acadêmica, Matrícula, Registro e Controle, Registro de Diploma e Apoio ao Usuário do Sistema Acadêmico."
O que é a Pró-Reitoria de Ensino de Graduação?,"A Pró-Reitoria de Ensino de Graduação é um órgão da Universidade Federal do Amazonas responsável por coordenar e supervisionar as atividades de ensino de graduação da instituição, visando garantir a qualidade do ensino e a formação dos estudantes."
O que é o órgão responsável por gerar a Carta de Serviços ao Usuário?,A Carta de Serviços ao Usuário da Universidade Federal do Amazonas é gerada pela Pró-Reitoria de Ensino de Graduação.
Quais são as coordenadoras do Departamento de Registro Acadêmico?,As coordenadoras do Departamento de Registro Acadêmico são Izaura Maria da Silva Jardim e Caroline de Oliveira Collyer.
O que é a Carta de Serviços ao Usuário?,"A Carta de Serviços ao Usuário é um documento que apresenta informações sobre os serviços prestados pela Universidade Federal do Amazonas (UFAM), com o intuito de garantir transparência e qualidade no atendimento ao público."
Quem são os responsáveis pela gestão da Carta de Serviços ao Usuário?,"A gestão da Carta de Serviços ao Usuário é de responsabilidade da Pró-Reitoria de Ensino de Graduação da UFAM, em conjunto com os diretores dos departamentos e coordenadores das áreas envolvidas na prestação de serviços acadêmicos."
O que é a Carta de Serviços ao Usuário?,"A Carta de Serviços ao Usuário é um documento que contém informações sobre os serviços oferecidos pela Universidade Federal do Amazonas (UFAM) na área de Graduação, incluindo os responsáveis por cada setor e suas atribuições. Além disso, a Carta de Serviços também apresenta o perfil institucional da UFAM, sua missão e os usuários dos serviços públicos que podem ser atendidos."
Qual é o objetivo da Carta de Serviços ao Usuário?,"O objetivo da Carta de Serviços ao Usuário é fornecer informações claras e transparentes sobre os serviços oferecidos pela Universidade Federal do Amazonas (UFAM) na área de Graduação, suas atribuições, responsáveis e usuários atendidos. Dessa forma, busca-se garantir a qualidade e eficiência no atendimento aos usuários, além de promover a melhoria contínua dos serviços prestados pela instituição."
"Por favor, informe a data de publicação da 2ª edição da Carta de Serviços ao Usuário da Pró-Reitoria de Ensino de Graduação da Universidade Federal do Amazonas",fevereiro 2024
"Por favor, informe o nome do Diretor do Departamento de Registro Acadêmico da Universidade Federal do Amazonas",Izaura Maria da Silva Jardim
Descreva como acessar a Procuradoria Institucional Educacional,"Acesse a página da Prouradoria Institucional Educacional no site da UFAM, selecione o serviço desejado e siga as instruções fornecidas no site para realizar o atendimento."
